LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_MEAN
280000,2,1,2,39,-1,-1,-1,0,0,-2,0.0,3968.0,0.0,0.0,0.0,0.0,2560.0
20000,2,2,1,32,1,2,2,2,0,0,0.0,3200.0,0.0,700.0,700.0,500.0,21332.5
210000,1,1,2,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260000,2,3,1,31,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,7287.0,3333.3333333333335
50000,2,2,2,27,2,0,0,0,2,2,2000.0,3000.0,3000.0,1500.0,0.0,1000.0,20696.0
70000,2,3,1,59,2,2,2,2,2,2,3700.0,2604.0,0.0,5001.0,9.0,2603.0,70346.66666666667
80000,2,3,2,22,0,0,0,-1,-1,0,2100.0,0.0,780.0,6784.625,1011.0,1000.0,15836.333333333334
280000,2,2,2,36,0,0,0,0,-2,-2,15000.0,14802.75,0.0,0.0,0.0,336.0,46230.166666666664
210000,1,2,1,31,-1,-1,2,-1,-1,-1,2488.0,0.0,2048.0,740.0,740.0,740.0,1417.3333333333333
180000,1,1,1,46,0,0,0,0,0,0,8100.0,5299.0,3305.0,5040.0,12465.5,7000.0,139364.33333333334
460000,2,1,1,32,0,0,-1,-1,-1,-1,3282.0,6000.0,5714.0,1530.0,1868.0,9250.0,3865.8333333333335
230000,2,1,1,30,-1,-1,0,0,0,0,15071.0,14802.75,346.0,5000.0,8000.0,5000.0,14849.333333333334
500000,2,3,2,44,0,0,0,0,0,0,15071.0,14802.75,5045.0,12309.5,10018.0,10197.0,188436.83333333334
440000,2,2,2,27,0,0,0,0,0,0,6040.0,12538.0,5047.0,10522.0,6082.0,10018.0,169699.0
50000,2,2,3,46,0,0,0,0,0,0,1810.0,2500.0,2000.0,2000.0,1465.0,2000.0,40970.5
30000,1,2,2,25,-2,-2,-2,-2,-2,-2,836.0,836.0,390.0,390.0,390.0,0.0,613.0
460000,2,1,2,26,-1,-1,-1,-1,-1,-1,15071.0,14802.75,10018.0,12309.5,12465.5,12494.0,16211.166666666666
140000,2,2,2,26,0,0,0,0,0,0,3000.0,4000.0,7450.0,5000.0,2000.0,1400.0,56889.833333333336
30000,2,2,1,42,1,2,2,2,4,3,1800.0,0.0,4174.125,0.0,0.0,0.0,18615.333333333332
150000,2,2,1,34,2,0,0,0,0,0,3000.0,3000.0,1000.0,2000.0,4500.0,0.0,26125.833333333332
450000,1,1,1,33,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,389.0,992.0,780.0,489.8333333333333
360000,2,1,2,44,0,0,0,0,0,0,15071.0,14802.75,13584.25,10000.0,10000.0,10000.0,228332.66666666666
290000,2,2,1,37,0,0,0,0,0,0,15071.0,14802.75,13584.25,12309.5,12465.5,4012.0,228584.83333333334
140000,1,2,2,30,2,0,0,0,0,0,5000.0,6003.0,4771.0,2103.0,2000.0,6922.125,108659.16666666667
20000,1,2,3,48,0,0,0,2,0,0,1500.0,3500.0,1000.0,1000.0,1000.0,1000.0,16830.5
260000,2,2,1,33,-2,-2,-2,-2,-2,-2,9023.0,4353.0,13584.25,1997.0,5654.0,3964.0,6354.0
40000,2,2,1,48,-1,0,0,0,0,0,2000.0,3000.0,3000.0,3000.0,3000.0,3750.0,22415.5
90000,2,3,1,25,-1,-1,-1,-1,0,-1,174.0,1473.0,780.0,0.0,780.0,0.0,1095.0
440000,2,1,2,51,0,-1,-1,-2,-1,0,8999.0,0.0,0.0,10961.0,503.0,448.0,9569.166666666666
350000,2,3,1,43,-1,2,-1,0,-1,-1,0.0,14802.75,13584.25,3520.0,3330.0,12494.0,28884.0
300000,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000,1,2,1,26,2,0,0,0,0,0,8451.875,1796.0,2126.0,1539.0,1807.0,1715.0,45942.833333333336
300000,2,2,2,33,0,0,0,0,0,0,9198.0,7668.0,4429.0,4821.0,4684.0,3152.0,220911.0
50000,2,2,1,31,0,0,0,0,0,0,3310.0,2039.0,1237.0,634.0,3750.0,844.0,34806.666666666664
240000,1,1,2,32,-2,-2,-2,-2,-2,-2,3162.0,3124.0,3200.0,3162.0,3162.0,3131.0,3155.6666666666665
140000,1,2,1,28,-1,-1,-1,2,-1,-1,7340.0,7983.0,0.0,2964.0,4800.0,2353.0,5392.333333333333
100000,1,3,2,52,0,0,0,0,0,-1,2781.0,2101.0,216.0,0.0,900.0,500.0,29413.666666666668
230000,1,1,2,28,0,0,0,0,0,0,15071.0,10016.0,10083.0,5030.0,5003.0,5043.0,22012.833333333332
140000,2,2,2,32,2,2,2,3,2,2,8451.875,8426.5,0.0,3500.0,0.0,3100.0,86700.66666666667
30000,2,2,1,23,2,2,2,2,2,2,2762.0,0.0,910.0,1000.0,0.0,1200.0,14115.166666666666
290000,2,1,2,29,0,0,0,0,0,0,1400.0,1507.0,2580.0,2050.0,2030.0,0.0,6883.5
20000,1,2,2,21,0,0,-1,0,0,0,1000.0,3962.5,673.0,680.0,772.0,851.0,18988.5
260000,1,2,1,38,-1,-1,-1,-1,-1,-1,5722.0,14802.75,1313.0,2667.0,1447.0,2588.0,9602.166666666666
50000,2,1,2,23,1,-1,2,0,0,0,3850.625,0.0,4095.0,245.0,234.0,266.0,5263.0
180000,2,2,1,27,0,0,0,0,0,0,4171.0,4200.0,4000.0,3789.0,3959.0,3300.0,112645.0
120000,2,1,2,31,-1,-1,-1,-1,-1,0,316.0,316.0,316.0,632.0,0.0,316.0,368.6666666666667
300000,1,3,2,43,0,0,0,0,0,0,11500.0,14000.0,13584.25,6500.0,8000.0,7000.0,246414.16666666666
490000,1,2,1,34,0,0,0,0,-1,0,1340.0,1397.0,3193.0,12309.5,5461.0,5010.0,65496.666666666664
160000,2,2,1,49,-1,-1,-1,-2,-2,-2,2389.0,0.0,0.0,0.0,0.0,0.0,456.0
70000,1,2,2,28,0,0,2,0,0,0,2000.0,1500.0,2000.0,2500.0,1500.0,1200.0,27499.333333333332
20000,1,3,2,44,-1,2,-1,-1,-1,-1,0.0,390.0,390.0,390.0,0.0,780.0,390.0
210000,1,1,2,40,-1,-1,-1,-1,-1,-1,2652.0,179.0,1326.0,1326.0,1326.0,4182.0,1390.6666666666667
80000,2,2,2,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,661.0
50000,2,1,2,29,0,0,2,2,0,0,2233.0,1639.0,0.0,672.0,2602.0,2000.0,17977.666666666668
380000,1,1,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360000,2,1,2,27,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,300.0,0.0,50.0
100000,1,1,2,32,0,0,0,-2,-1,-1,1000.0,0.0,1732.0,1268.0,2000.0,3500.0,3615.8333333333335
290000,2,1,1,39,-2,-2,-2,-2,-2,-2,0.0,14802.75,0.0,12309.5,200.0,0.0,39066.333333333336
230000,1,1,1,46,1,2,2,2,2,2,8000.0,8500.0,8000.0,7500.0,0.0,6622.0,194427.16666666666
20000,1,3,2,46,0,0,0,0,0,0,1885.0,1838.0,1300.0,1000.0,1074.0,183.0,12806.0
160000,2,1,2,35,0,0,0,0,0,0,1965.0,1972.0,1509.0,4000.0,3000.0,4000.0,48359.333333333336
230000,2,2,2,52,2,-1,2,0,-1,-1,3951.0,1.0,9.0,594.0,2560.0,3759.0,1978.3333333333333
300000,2,1,1,37,-1,-1,-1,-1,-1,-1,1370.0,916.0,316.0,898.0,748.0,748.0,810.6666666666666
270000,2,1,1,45,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,254.33333333333334
50000,1,3,1,50,0,0,0,2,0,0,2800.0,3962.5,0.0,2000.0,2000.0,1000.0,39973.333333333336
350000,2,2,1,33,-1,-1,-2,-2,-2,-1,0.0,0.0,0.0,0.0,687.0,12494.0,214.16666666666666
130000,1,3,3,40,2,0,0,0,0,0,3515.0,3107.0,5003.0,3203.0,3456.0,4000.0,86920.33333333333
30000,2,2,1,30,3,2,2,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,2400.0
50000,2,3,2,60,2,2,2,0,0,0,3850.625,0.0,2300.0,1000.0,635.0,580.0,34034.0
10000,1,3,1,41,1,4,3,2,0,0,0.0,0.0,0.0,302.0,0.0,0.0,10133.666666666666
230000,2,1,1,36,-1,-1,-1,-1,-1,-1,2078.0,380.0,2100.0,530.0,2282.0,1390.0,1435.0
70000,1,1,2,26,0,0,0,0,0,2,2230.0,2009.0,2397.0,5912.0,0.0,2448.0,52329.333333333336
50000,1,2,1,32,1,-2,-1,-1,-1,0,3850.625,3962.5,4174.125,3574.5,3000.0,2218.0,3270.1666666666665
220000,2,1,1,26,0,0,0,0,0,0,15000.0,10000.0,10000.0,5000.0,1776.0,10000.0,64890.5
500000,1,2,1,42,0,0,0,0,0,0,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,157147.16666666666
200000,1,1,1,40,-1,-1,2,-1,-1,-1,13681.0,24.0,2991.0,6031.0,12465.5,4211.0,7909.5
50000,2,1,2,29,0,0,2,2,2,2,2800.0,0.0,1500.0,0.0,1200.0,0.0,13053.333333333334
50000,1,2,1,34,1,2,2,2,2,2,0.0,2500.0,0.0,2000.0,0.0,1000.0,16952.0
270000,1,2,1,38,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140000,2,2,1,40,-1,-1,-1,-1,-1,0,8419.0,390.0,390.0,780.0,0.0,390.0,1860.3333333333333
10000,1,2,1,37,0,0,0,-1,-1,-1,2008.0,0.0,390.0,3574.5,1000.0,3750.0,4600.0
180000,2,2,2,33,0,0,0,0,0,0,7107.0,5002.0,4470.0,4620.0,4346.0,3800.0,139277.5
330000,2,3,1,45,0,0,0,0,0,0,2000.0,1470.0,1374.0,1072.0,1113.0,2000.0,34955.5
170000,1,3,1,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230000,2,2,2,38,0,0,0,0,0,0,3867.0,3941.0,4123.0,4267.0,4300.0,4084.0,109943.5
160000,1,2,2,59,0,0,0,0,0,0,5000.0,4214.0,4014.0,2500.0,3000.0,3000.0,77865.33333333333
50000,2,2,2,35,0,0,0,0,0,-1,3850.625,3962.5,4174.125,1005.0,3750.0,3750.0,32404.666666666668
30000,1,3,1,48,0,0,0,0,0,0,1465.0,2000.0,1033.0,1200.0,1055.0,530.0,29310.5
180000,2,2,1,30,-1,2,2,-2,-1,0,13.0,0.0,0.0,1245.0,0.0,0.0,1160.6666666666667
310000,2,2,2,32,0,0,0,0,0,0,2200.0,2100.0,1700.0,2000.0,1800.0,2000.0,49838.333333333336
210000,2,2,2,38,-1,-1,-1,-1,-1,-1,3751.0,4366.0,5602.0,12309.5,1026.0,1026.0,6134.166666666667
50000,1,2,2,28,0,0,0,0,0,0,2000.0,1500.0,442.0,300.0,238.0,500.0,28122.0
250000,2,2,2,26,-2,-2,-2,-2,-2,-2,2000.0,1000.0,1010.0,2000.0,6011.0,2325.0,7942.333333333333
70000,1,1,2,28,1,3,2,2,0,0,0.0,2800.0,0.0,1200.0,1200.0,1200.0,57346.0
210000,2,2,2,33,0,0,0,-2,-2,-2,1000.0,0.0,0.0,0.0,0.0,0.0,8737.5
30000,1,2,2,29,2,0,0,-2,-2,-2,1000.0,0.0,0.0,0.0,0.0,0.0,9564.666666666666
50000,2,2,2,37,0,-1,-1,2,0,0,3850.625,3962.5,0.0,3000.0,2000.0,3750.0,38342.166666666664
120000,1,1,2,27,0,0,0,0,0,0,8451.875,5024.0,5000.0,5000.0,4000.0,5000.0,43426.0
260000,1,1,1,30,-1,-1,-1,0,0,-1,291.0,582.0,0.0,0.0,12465.5,651.0,431.0
40000,1,2,2,26,3,3,2,2,2,2,900.0,0.0,1100.0,500.0,0.0,708.0,6660.666666666667
390000,2,2,2,28,0,0,0,0,0,0,7000.0,5000.0,4000.0,5000.0,10000.0,12494.0,98804.33333333333
240000,2,2,1,56,0,0,0,0,0,2,6500.0,5000.0,13584.25,12309.5,6516.0,12494.0,168569.83333333334
170000,2,1,2,28,0,0,0,0,0,0,6530.0,4860.0,13584.25,4820.0,4877.0,4962.0,128683.66666666667
290000,1,2,1,38,1,2,0,0,0,0,25.0,10013.0,9526.0,6549.0,6373.0,6781.0,208107.83333333334
40000,2,3,1,59,0,0,0,0,0,2,1573.0,1512.0,504.0,2770.0,613.0,14.0,15315.833333333334
240000,2,1,2,34,0,0,0,0,0,0,12000.0,1500.0,1800.0,1860.0,1800.0,2000.0,25853.666666666668
90000,1,3,1,48,1,2,2,2,2,2,1700.0,4000.0,1600.0,1600.0,1500.0,4086.0,68645.0
200000,1,2,1,43,2,3,2,2,2,2,0.0,5000.0,0.0,12000.0,3700.0,0.0,96566.0
20000,2,2,1,21,-1,0,0,0,2,0,1489.0,2302.0,2400.0,0.0,2000.0,3000.0,15481.5
360000,2,2,2,26,-1,-1,-1,-1,-2,-2,463.0,2500.0,0.0,0.0,0.0,0.0,821.1666666666666
180000,2,3,1,43,-1,-1,-1,-1,-1,-2,0.0,780.0,780.0,0.0,0.0,0.0,325.0
440000,2,2,1,45,-1,-1,-1,3,2,2,0.0,1937.0,1800.0,0.0,8480.0,0.0,2239.0
280000,1,1,1,34,0,0,0,0,0,0,6337.0,6000.0,4974.0,5041.0,5215.0,7000.0,171851.66666666666
60000,1,2,1,32,0,0,0,0,0,0,1684.0,1800.0,1287.0,813.0,700.0,681.0,22238.333333333332
70000,1,2,1,37,0,0,0,0,0,0,8451.875,3247.0,3500.0,837.0,1000.0,2500.0,51126.166666666664
350000,1,1,2,33,-1,-1,-1,-1,-1,-1,8405.0,14802.75,3805.0,12309.5,3253.0,12494.0,33068.833333333336
110000,2,3,2,32,-1,-1,-1,-1,-1,0,8451.875,6960.0,6055.0,6784.625,8.0,5159.0,6763.0
50000,2,2,1,31,0,0,0,0,0,0,2000.0,1223.0,1000.0,1000.0,1000.0,1000.0,15404.0
10000,2,2,2,23,1,2,3,3,2,0,2000.0,1000.0,0.0,0.0,500.0,900.0,7465.0
60000,2,2,2,34,0,0,0,0,0,0,3000.0,2267.0,1000.0,1100.0,1300.0,1025.0,47716.5
70000,1,2,1,40,0,0,0,0,0,0,1681.0,1635.0,1463.0,525.0,535.0,570.0,20269.833333333332
50000,1,3,2,41,0,0,0,0,0,0,1858.0,1685.0,659.0,658.0,656.0,651.0,32119.166666666668
150000,1,1,1,49,-1,-1,-1,-1,-1,-1,8470.0,1682.0,7898.0,3336.0,975.0,0.0,4781.5
50000,2,2,2,42,0,0,0,0,0,0,1451.0,3962.5,4174.125,250.0,1000.0,700.0,23395.333333333332
360000,2,1,2,33,-1,-1,-1,-2,-2,-2,11573.0,0.0,0.0,0.0,0.0,5140.0,2078.5
180000,1,2,1,33,-2,-2,-2,-2,-2,-2,3198.0,264.0,7373.0,1385.0,7880.0,0.0,3877.6666666666665
500000,1,1,1,43,0,0,0,0,0,0,4567.0,4787.0,4745.0,4256.0,3321.0,3326.0,121600.83333333333
200000,2,6,1,43,0,0,0,0,0,0,7003.0,7000.0,7000.0,6510.0,6550.0,6001.0,188813.33333333334
230000,2,3,1,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,2,2,2,26,-1,-1,-1,-1,-1,-2,390.0,0.0,780.0,0.0,0.0,0.0,260.0
80000,2,3,2,32,0,0,0,0,0,0,2900.0,3200.0,3000.0,3500.0,3100.0,6200.0,79759.33333333333
30000,2,1,2,38,-2,-2,-2,-2,-2,-2,764.0,1920.0,544.0,390.0,954.0,1913.0,965.5
310000,1,1,2,29,2,0,0,0,0,0,2904.0,1500.0,1000.0,2000.0,1000.0,2000.0,27840.0
50000,1,3,1,46,1,2,2,2,-2,-2,2400.0,0.0,0.0,0.0,0.0,0.0,26048.5
50000,1,1,2,24,2,0,0,2,0,0,1500.0,2700.0,0.0,500.0,500.0,500.0,6998.166666666667
30000,2,2,2,27,0,0,2,0,0,0,3500.0,0.0,0.0,0.0,0.0,0.0,27668.833333333332
180000,1,1,2,28,-1,-1,-1,-1,-1,-1,1839.0,2544.0,1134.0,1313.0,1332.0,2444.0,1796.8333333333333
30000,2,2,2,27,-1,-1,2,0,-1,2,3136.0,0.0,0.0,3574.5,0.0,1576.0,27967.0
170000,2,2,1,52,0,0,0,0,0,0,6791.0,7333.0,4218.0,4269.0,4481.0,4144.0,143825.33333333334
700000,2,2,2,34,-2,-2,-2,-2,-2,-2,4354.0,804.0,778.0,1916.0,200.0,628.0,1652.6666666666667
70000,2,2,1,32,2,2,3,2,0,0,6600.0,0.0,0.0,2500.0,5500.0,0.0,69928.5
350000,2,2,1,49,-2,-2,-2,-2,-2,-2,9122.0,12228.0,13584.25,8800.0,4260.0,12494.0,11738.833333333334
240000,2,3,1,55,0,0,0,0,0,0,8000.0,11000.0,9000.0,7000.0,7000.0,7200.0,205261.5
100000,1,3,1,51,0,0,0,0,0,0,3799.0,3269.0,3407.0,5024.0,5056.0,5135.0,84740.16666666667
360000,2,2,1,45,0,-1,-1,-1,-1,-1,3332.0,3752.0,6487.0,3437.0,4875.0,12494.0,6968.333333333333
80000,2,1,2,29,2,2,2,2,2,2,0.0,3800.0,0.0,3400.0,0.0,3816.0,42702.166666666664
320000,2,2,1,46,-2,-2,-2,-1,-1,-1,15071.0,12743.0,5542.0,12309.5,12465.5,8138.0,20316.166666666668
260000,2,1,2,25,-1,2,-1,0,0,0,7.0,12117.0,2.0,0.0,3054.0,6972.0,7065.666666666667
290000,2,1,1,44,-2,-2,-2,-2,-2,-2,768.0,531.0,13584.25,468.0,681.0,446.0,4134.5
250000,2,3,1,44,0,0,0,0,0,0,6686.0,7037.0,6358.0,4918.0,5420.0,4466.0,158229.66666666666
250000,1,1,1,35,0,0,0,0,-1,0,10000.0,10000.0,10000.0,3000.0,10000.0,5000.0,53284.166666666664
320000,2,2,1,37,2,2,2,2,2,2,14500.0,12001.0,10500.0,12309.5,1.0,12494.0,256633.0
200000,2,2,1,37,1,-1,2,-1,-1,-1,1000.0,0.0,6900.0,12309.5,12465.5,2500.0,7928.166666666667
110000,2,2,2,25,1,2,0,0,0,0,3900.0,6000.0,4380.0,3000.0,5000.0,6922.125,99603.16666666667
210000,1,1,2,31,0,0,0,0,0,0,8000.0,13000.0,10000.0,12309.5,7000.0,7000.0,168851.33333333334
350000,2,1,1,33,-1,-1,-1,-1,-1,-1,5249.0,1667.0,9839.0,363.0,1112.0,1981.0,3221.0
210000,2,2,2,27,-2,-1,0,0,0,0,15071.0,1816.0,1303.0,0.0,0.0,0.0,15159.333333333334
80000,1,1,2,28,0,0,0,0,0,0,2500.0,2548.0,2500.0,1100.0,1000.0,1000.0,44646.166666666664
240000,2,1,2,28,1,-2,-1,-1,-1,-1,0.0,1522.0,2141.0,590.0,176.0,1720.0,738.1666666666666
160000,2,2,2,50,-1,2,-1,0,-1,2,0.0,1863.0,0.0,930.0,0.0,0.0,1364.1666666666667
140000,2,1,1,33,2,0,0,0,0,0,2520.0,2510.0,2450.0,1676.0,1900.0,1826.0,53788.333333333336
360000,2,2,2,27,0,0,0,0,0,0,1498.0,1799.0,1008.0,120.0,2289.0,5302.0,23855.833333333332
200000,2,2,1,27,-1,-1,-1,-1,-1,-1,3670.0,5865.0,1303.0,4579.0,1107.0,2109.0,5212.833333333333
150000,1,1,2,30,0,0,0,0,0,0,13230.0,14802.75,5979.0,7760.0,6000.0,12494.0,131892.33333333334
100000,2,3,1,46,0,0,2,2,2,2,8451.875,3700.0,0.0,6784.625,0.0,3800.0,98717.0
260000,2,2,1,35,-1,-1,-1,-1,-1,0,869.0,6574.0,3551.0,3700.0,0.0,1047.0,3741.0
240000,2,1,2,33,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,1,2,2,27,0,0,0,0,0,0,1300.0,1300.0,1650.0,850.0,1500.0,700.0,23424.833333333332
270000,2,2,2,29,-1,-1,-1,-1,0,0,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,101996.83333333333
180000,2,3,2,39,1,-1,0,-1,0,0,4835.0,2200.0,11303.0,187.0,181.0,3050.0,6126.333333333333
20000,2,2,1,41,0,0,0,0,0,-1,1300.0,3000.0,189.0,0.0,1140.0,390.0,6902.333333333333
30000,1,3,2,29,0,0,0,0,0,0,1500.0,1700.0,1500.0,1010.0,1000.0,1000.0,26941.0
210000,2,5,2,29,0,0,0,0,0,0,12411.0,13000.0,12340.0,12309.5,12364.0,12494.0,65453.666666666664
280000,2,2,1,45,0,0,0,0,0,0,7000.0,6500.0,6500.0,3994.0,4000.0,3500.0,149374.33333333334
240000,2,1,2,34,1,-2,-1,-1,-1,-1,0.0,2087.0,0.0,312.0,2015.0,224.0,729.6666666666666
280000,1,3,2,30,0,0,0,0,0,0,4510.0,4654.0,4730.0,4119.0,4258.0,4292.0,111113.66666666667
490000,1,1,2,35,-2,-2,-2,-2,-2,-2,2652.0,1618.0,1237.0,1426.0,12465.5,11493.0,3507.0
80000,2,3,2,27,1,4,3,2,0,0,0.0,0.0,0.0,1790.0,1890.0,1740.0,66657.33333333333
340000,2,2,1,42,-1,-1,-1,-1,-1,-1,11013.0,14802.75,10734.0,9200.0,12465.5,12494.0,14302.833333333334
20000,2,1,2,27,-1,-1,-1,0,-1,-1,3850.625,3962.5,4174.125,3574.5,3750.0,3750.0,6415.833333333333
180000,2,2,2,39,-1,-1,-1,-1,-1,-1,671.0,671.0,671.0,671.0,671.0,671.0,671.0
180000,2,2,1,26,0,0,0,0,0,0,1105.0,1000.0,2011.0,503.0,0.0,0.0,3608.8333333333335
390000,1,1,1,38,-1,-1,-1,0,0,-1,6090.0,14802.75,304.0,416.0,7547.0,897.0,10707.333333333334
30000,1,1,1,42,0,0,-1,-1,-1,-1,1525.0,200.0,323.0,3574.5,0.0,0.0,12527.666666666666
160000,2,2,2,34,0,0,0,0,0,0,1264.0,2000.0,1000.0,1000.0,12465.5,4500.0,40984.833333333336
130000,1,2,2,25,0,0,0,0,-1,0,4252.0,3000.0,1537.0,6784.625,6992.5,651.0,73378.0
200000,1,2,2,32,0,0,0,0,0,0,8300.0,10000.0,6000.0,6000.0,6000.0,4500.0,161160.33333333334
390000,1,3,2,35,0,0,0,0,0,0,10000.0,14802.75,10000.0,8000.0,6000.0,5000.0,69952.33333333333
190000,2,1,2,32,-2,-2,-2,-2,-2,-2,922.0,3208.0,13584.25,4575.0,7279.0,0.0,6499.333333333333
110000,1,3,1,43,0,0,0,0,0,0,4500.0,5000.0,3043.0,2000.0,3000.0,5000.0,84957.16666666667
500000,1,1,2,35,-1,-1,0,0,0,0,15071.0,10339.0,13584.25,5105.0,10138.0,12494.0,48891.166666666664
500000,2,1,2,28,-2,-2,-2,-2,-2,-1,0.0,0.0,3994.0,3435.0,860.0,0.0,2111.1666666666665
280000,1,2,1,30,-1,3,2,-1,-1,-1,0.0,0.0,476.0,2482.0,101.0,326.0,764.6666666666666
130000,1,2,1,49,0,0,0,0,-1,-1,3000.0,5000.0,2822.0,5000.0,0.0,6500.0,11995.5
180000,2,1,2,32,1,2,2,0,0,-2,1000.0,0.0,103.0,0.0,0.0,0.0,12410.166666666666
50000,2,2,1,28,0,0,0,0,0,0,2195.0,1978.0,1144.0,341.0,345.0,510.0,28990.666666666668
70000,2,1,2,23,-2,-2,-1,0,0,0,0.0,8426.5,1262.0,1000.0,2000.0,1000.0,4593.666666666667
180000,1,2,1,43,0,0,0,0,0,0,6099.0,4427.0,1949.0,2007.0,2030.0,2000.0,119540.5
300000,2,2,2,39,0,0,-2,-2,-2,-2,341.0,341.0,341.0,341.0,343.0,1977.0,1682.1666666666667
200000,2,1,1,41,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,1433.0,0.0
240000,2,2,1,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1306.0,0.0,217.66666666666666
150000,1,1,2,26,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180000,2,1,2,27,0,0,0,0,0,0,10006.0,8000.0,1610.0,10000.0,1333.0,8818.0,64179.833333333336
250000,2,3,2,35,-2,-2,-2,-2,-2,-2,8514.0,1751.0,6739.0,2403.0,11137.0,12494.0,6272.166666666667
250000,2,2,1,41,-1,-1,-1,-1,-2,-2,15071.0,9544.0,0.0,0.0,0.0,0.0,15656.166666666666
490000,1,1,1,29,-1,-1,-1,-1,0,-1,109.0,1381.0,230.0,0.0,113.0,0.0,342.8333333333333
150000,2,2,2,24,0,0,0,0,0,0,5500.0,5500.0,4500.0,3500.0,4000.0,4000.0,120758.66666666667
500000,2,2,1,66,-1,-1,-1,-1,-1,-1,1755.0,2988.0,11645.0,12309.5,12465.5,0.0,42895.666666666664
350000,1,2,2,32,0,0,0,0,0,0,10156.0,9000.0,8700.0,7000.0,7600.0,7800.0,209403.83333333334
220000,2,1,2,29,-2,-2,-2,-2,-2,-2,14287.0,8194.0,13584.25,7838.0,321.0,12494.0,11808.0
140000,2,2,1,26,0,0,0,0,0,0,7000.0,5000.0,2000.0,2000.0,2000.0,2000.0,89423.5
360000,1,1,2,38,-2,-2,-2,-2,-2,-2,14123.0,14802.75,5235.0,4710.0,6392.0,12494.0,13570.833333333334
50000,2,2,2,23,0,0,0,0,0,0,1600.0,1500.0,1500.0,1200.0,1078.0,951.0,33329.166666666664
90000,2,2,1,24,0,0,0,0,0,2,5000.0,3300.0,7450.0,3300.0,0.0,1650.0,77475.83333333333
110000,2,3,2,31,0,-1,-1,-1,-1,-2,2487.0,2700.0,2500.0,0.0,0.0,0.0,1698.6666666666667
200000,1,2,2,48,0,0,0,0,0,0,4080.0,4500.0,5800.0,4500.0,5000.0,5000.0,117582.16666666667
420000,2,1,2,41,0,0,0,0,0,0,3391.0,3427.0,2909.0,2877.0,2976.0,2686.0,84552.33333333333
10000,1,2,2,38,2,2,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1050.0
130000,1,1,2,36,1,2,2,2,0,0,6500.0,5000.0,0.0,3512.0,3606.0,3699.0,120478.16666666667
110000,2,2,2,39,0,0,0,0,0,0,4230.0,4230.0,4200.0,4300.0,4150.0,4220.0,111191.0
350000,1,1,1,35,0,0,2,-1,2,2,3000.0,0.0,2500.0,0.0,5000.0,0.0,6656.833333333333
250000,1,1,1,48,0,-1,-1,-1,0,-1,10021.0,5033.0,13584.25,4874.0,7050.0,12073.0,41120.0
20000,2,2,3,44,3,2,2,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,2400.0
50000,1,2,1,49,1,2,0,0,0,0,0.0,2000.0,2000.0,2000.0,3750.0,0.0,19452.833333333332
140000,1,2,1,40,0,0,0,0,0,0,4000.0,3900.0,3200.0,3200.0,6992.5,0.0,83569.83333333333
440000,2,2,1,46,0,0,0,0,0,0,8610.0,6907.0,3727.0,3800.0,4001.0,2701.0,138029.83333333334
360000,1,3,1,53,0,0,0,0,0,0,1303.0,1513.0,706.0,700.0,600.0,2000.0,7423.5
140000,1,2,1,37,0,0,0,0,0,0,2805.0,2877.0,1360.0,1400.0,1026.0,1200.0,59576.666666666664
390000,2,2,1,29,-2,-2,-2,-2,-2,-2,1571.0,2041.0,4582.0,2070.0,0.0,3100.0,3456.1666666666665
230000,2,3,2,27,-1,2,-1,-1,0,-1,500.0,3004.0,4200.0,0.0,4222.0,4649.0,4105.166666666667
