LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_MEAN
240000,1,2,2,37,2,2,2,0,0,2,1900.0,0.0,1900.0,3500.0,1600.0,0.0,46901.666666666664
290000,2,2,1,35,0,0,0,2,0,0,11019.0,14802.75,44.0,10035.0,10034.0,10062.0,247768.16666666666
210000,1,1,2,37,1,-1,-1,-2,-2,-1,1422.0,0.0,0.0,0.0,478.0,0.0,316.6666666666667
360000,2,2,1,31,0,0,0,0,0,0,13016.0,13016.0,13584.25,11019.0,9439.0,8651.0,258114.83333333334
240000,1,3,1,40,0,-1,-1,-1,-1,0,1658.0,3010.0,2840.0,4114.0,3923.0,3673.0,4410.166666666667
100000,2,2,1,46,1,-1,-1,-1,-2,-2,766.0,305.0,0.0,0.0,0.0,0.0,178.5
20000,2,2,2,25,0,0,0,0,0,0,2000.0,1376.0,1121.0,460.0,3750.0,624.0,18046.333333333332
20000,1,1,2,24,-1,-1,-1,2,0,0,0.0,679.0,0.0,3574.5,2000.0,0.0,2984.8333333333335
50000,1,2,2,51,0,0,0,0,0,0,2100.0,1600.0,700.0,670.0,866.0,618.0,34124.5
250000,1,3,2,46,0,0,0,0,0,0,10925.0,2351.0,1886.0,1616.0,1756.0,1182.0,121597.16666666667
220000,1,1,2,38,0,0,0,0,0,0,7500.0,7000.0,6500.0,6000.0,6000.0,10000.0,168730.0
320000,2,3,2,54,-1,-1,0,0,0,0,15071.0,14802.75,13584.25,10000.0,10000.0,0.0,201959.5
360000,1,1,1,46,0,0,0,0,0,0,3005.0,3024.0,4004.0,4008.0,3008.0,2024.0,14422.5
210000,2,1,1,35,0,0,0,0,0,2,2500.0,2700.0,2500.0,5100.0,0.0,3000.0,59555.666666666664
220000,2,2,1,54,-1,-1,-1,-1,-1,-1,4786.0,2367.0,2888.0,11768.0,7484.0,12494.0,4923.833333333333
140000,1,1,2,33,0,0,0,0,0,0,7000.0,7000.0,7000.0,5500.0,6000.0,4624.0,133753.66666666666
490000,1,2,2,42,0,0,0,0,0,0,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,258114.83333333334
220000,2,1,1,51,-1,-1,-1,2,2,-2,2276.0,8117.0,0.0,150.0,1000.0,2619.0,2666.0
90000,2,1,2,23,-1,-1,-1,0,0,0,3066.0,3832.0,5878.0,0.0,0.0,3316.0,3267.0
20000,1,3,1,33,2,0,0,0,0,-2,2191.0,1000.0,0.0,1017.0,780.0,3750.0,11068.0
60000,1,2,2,49,0,0,0,0,0,0,8451.875,1609.0,661.0,656.0,1000.0,5000.0,38197.666666666664
50000,2,1,2,23,0,0,0,0,0,-1,3850.625,2500.0,3002.0,1500.0,3750.0,1900.0,32637.666666666668
150000,2,2,1,43,0,0,0,0,0,0,10004.0,10009.0,8014.0,5008.0,5012.0,5000.0,143113.83333333334
200000,1,1,2,37,-2,-2,-2,-2,-2,-2,3856.0,706.0,5192.0,3808.0,12035.0,12494.0,4960.5
600000,2,3,2,44,0,0,0,-1,0,0,5000.0,8340.0,13584.25,12309.5,12465.5,7000.0,173630.16666666666
410000,1,2,1,36,-2,-2,-2,-2,-2,-2,5071.0,3041.0,3096.0,3845.0,212.0,3.0,26652.833333333332
160000,2,2,2,35,1,-2,-2,-1,-1,-2,0.0,200.0,6171.0,0.0,0.0,0.0,1028.5
290000,2,2,2,29,-2,-1,-1,-1,-1,-1,1591.0,0.0,302.0,390.0,1278.0,0.0,593.5
360000,2,3,1,70,-1,-1,2,2,-2,-2,800.0,3.0,0.0,0.0,0.0,0.0,571.1666666666666
180000,2,2,2,28,8,7,6,5,4,3,0.0,0.0,0.0,0.0,6000.0,0.0,188704.33333333334
260000,2,1,1,32,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,238.0,0.0,0.0,39.666666666666664
180000,2,3,1,45,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,396.0
320000,2,2,2,27,0,0,0,0,0,0,15071.0,14802.75,13584.25,5136.0,12465.5,10013.0,197977.5
60000,2,3,3,48,0,0,2,2,-1,0,3689.0,0.0,0.0,6784.625,400.0,0.0,33936.666666666664
500000,2,1,1,29,-2,-2,-2,-2,-2,-2,2940.0,2569.0,6360.0,3.0,0.0,3012.0,3005.6666666666665
340000,2,3,1,37,-1,-1,-1,-1,-1,-1,15071.0,9126.0,9481.0,12309.5,7306.0,9928.0,12468.0
50000,2,2,2,32,0,0,2,0,0,0,3850.625,6.0,1000.0,1000.0,1200.0,1100.0,33701.5
280000,2,3,2,47,-1,-1,-1,-1,-1,-1,15071.0,14802.75,13584.25,0.0,12465.5,5983.0,25158.333333333332
200000,1,2,2,44,-1,-1,-1,-1,-1,-1,2306.0,1234.0,3510.0,1344.0,3426.0,6324.0,1985.8333333333333
150000,2,4,1,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,875.5
30000,2,3,2,28,2,0,0,-1,-1,0,1000.0,0.0,3160.0,3574.5,1000.0,2000.0,8889.0
20000,2,2,2,22,1,2,0,0,2,2,0.0,2000.0,1800.0,0.0,900.0,0.0,10501.0
200000,2,2,1,40,0,0,0,0,0,0,2000.0,2000.0,1128.0,4280.0,0.0,0.0,16921.333333333332
310000,1,1,1,47,-2,-2,-2,-2,-2,-2,0.0,0.0,2400.0,2300.0,0.0,0.0,371.0
170000,2,1,1,30,-1,-1,-1,-2,-1,-1,14662.0,0.0,0.0,1861.0,0.0,334.0,2814.5
50000,1,3,2,41,0,0,0,0,0,0,2100.0,2300.0,2025.0,1800.0,2000.0,2100.0,48571.5
170000,2,2,1,43,0,-1,-1,-1,-1,-1,11614.0,11487.0,13584.25,8172.0,8244.0,12494.0,12488.666666666666
190000,1,2,1,33,0,0,0,0,0,-2,5000.0,5361.0,1000.0,0.0,0.0,0.0,54020.833333333336
50000,1,1,2,32,1,2,2,2,2,2,2064.0,500.0,1800.0,3528.0,0.0,3000.0,47501.333333333336
450000,1,1,2,34,0,0,0,0,0,0,15071.0,14802.75,7096.0,6604.0,10012.0,10000.0,220944.5
130000,1,1,2,28,-1,-1,-1,-1,-2,-2,0.0,8426.5,0.0,0.0,0.0,5350.0,6026.666666666667
200000,2,1,1,29,0,0,0,0,0,2,10000.0,14802.75,4552.0,12309.5,8000.0,0.0,98120.0
20000,1,2,2,26,1,2,2,2,2,2,1600.0,535.0,0.0,1272.0,0.0,1463.0,15325.833333333334
150000,2,2,2,32,5,4,3,2,2,2,0.0,0.0,0.0,4874.0,1000.0,0.0,73442.5
240000,1,1,1,38,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,690.0,0.0,115.0
160000,2,3,2,54,1,-2,-2,-1,-1,-2,0.0,0.0,1690.0,0.0,0.0,0.0,281.6666666666667
250000,1,2,2,38,-1,-1,-1,-1,-1,-1,15071.0,14802.75,8220.0,0.0,8420.0,0.0,12086.833333333334
140000,1,3,1,38,2,2,2,2,2,2,8451.875,0.0,7450.0,2600.0,2300.0,5300.0,129296.33333333333
400000,2,3,2,35,-1,-1,-1,-1,-1,-1,7018.0,10542.0,13378.0,11045.0,6666.0,6862.0,9442.0
130000,1,3,2,34,0,0,0,0,0,0,2000.0,3000.0,3000.0,1000.0,3000.0,3000.0,15622.0
70000,2,2,2,34,-1,-1,-1,-1,0,0,1245.0,0.0,7450.0,1000.0,157.0,6922.125,5664.333333333333
60000,1,2,1,35,0,0,0,2,2,2,1200.0,1900.0,0.0,1600.0,0.0,500.0,12447.833333333334
280000,2,1,1,63,-2,-2,-2,-2,-2,-2,2219.0,4734.0,0.0,1420.0,2705.0,3275.0,2531.0
20000,2,2,1,24,-1,-1,-2,-2,-2,-2,165.0,0.0,0.0,528.0,0.0,0.0,125.0
200000,1,2,1,34,0,0,0,0,0,0,15071.0,6101.0,5898.0,6053.0,6288.0,8000.0,167590.0
210000,1,2,1,29,-1,-1,-1,-1,-1,-1,6715.0,5800.0,6256.0,732.0,730.0,3050.0,2521.8333333333335
60000,2,3,1,46,0,0,0,0,0,0,2700.0,2219.0,1727.0,1120.0,1500.0,1100.0,44921.666666666664
750000,2,2,1,43,-1,-1,-1,-2,-1,-1,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,79797.0
20000,2,2,1,43,0,0,0,0,0,0,1145.0,1200.0,2000.0,3000.0,1000.0,2000.0,11911.0
60000,1,2,1,33,0,0,0,0,0,0,2008.0,3004.0,3003.0,2000.0,1064.0,2000.0,35122.833333333336
110000,2,4,2,24,0,0,0,0,0,0,3000.0,2900.0,2900.0,3000.0,3500.0,4000.0,81276.0
270000,2,2,2,28,0,0,0,0,0,0,6000.0,2000.0,1200.0,330.0,2000.0,8258.0,24835.666666666668
20000,1,3,2,32,0,0,0,0,2,2,1092.0,1106.0,628.0,0.0,762.0,0.0,6145.833333333333
200000,1,3,2,41,-2,-2,-2,-2,-2,-2,182.0,3165.0,0.0,0.0,0.0,94.0,4047.0
20000,1,3,1,60,1,2,0,0,0,0,0.0,1287.0,2000.0,648.0,1000.0,1000.0,18064.166666666668
180000,2,1,2,40,-2,-2,-2,-2,-1,0,0.0,0.0,0.0,11855.0,0.0,12494.0,2395.8333333333335
220000,2,1,2,33,-1,-1,-1,-1,-1,-1,11435.0,14802.75,13584.25,10684.0,4262.0,6500.0,11444.333333333334
50000,1,1,2,36,0,0,0,0,0,0,1919.0,1789.0,1442.0,967.0,1003.0,1030.0,35164.333333333336
20000,1,2,1,43,0,0,0,0,0,0,1300.0,1500.0,588.0,610.0,611.0,788.0,15902.833333333334
170000,2,3,2,47,-1,-1,-1,-1,-1,-1,5455.0,8866.0,921.0,381.0,4801.0,1632.0,6075.666666666667
50000,2,3,2,30,0,0,0,0,0,0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,18711.333333333332
210000,1,2,1,37,1,-1,-1,-1,-1,-1,650.0,325.0,325.0,325.0,325.0,325.0,325.0
130000,2,2,1,44,2,2,2,2,2,2,5100.0,4000.0,3500.0,4200.0,4500.0,3500.0,104299.83333333333
100000,2,1,2,33,0,0,0,0,0,0,2000.0,5000.0,1521.0,1595.0,2000.0,2716.0,47659.833333333336
150000,2,3,1,43,0,0,0,2,2,0,6000.0,10700.0,1600.0,0.0,2800.0,2500.0,118065.16666666667
50000,1,2,2,25,0,0,0,-2,-2,-2,1650.0,0.0,0.0,0.0,0.0,0.0,10398.166666666666
100000,2,2,1,58,2,2,0,0,0,0,0.0,3300.0,2839.0,3000.0,4000.0,2000.0,84360.0
500000,1,1,1,44,-1,-1,-1,-1,-1,-1,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,20771.5
230000,2,2,2,28,0,0,-1,-1,-1,-2,4300.0,3900.0,870.0,0.0,0.0,0.0,9012.333333333334
50000,1,2,2,23,2,2,-1,0,0,0,1200.0,3962.5,682.0,710.0,690.0,693.0,34539.833333333336
360000,2,1,1,55,-1,-1,-1,-1,-1,-1,15071.0,5102.0,13584.25,7771.0,10615.0,10068.0,13182.166666666666
60000,2,2,3,39,1,1,-2,-2,-2,-2,0.0,0.0,0.0,2000.0,2000.0,0.0,9762.333333333334
20000,2,1,2,25,0,0,0,0,0,0,1249.0,1125.0,1000.0,92.0,0.0,3750.0,8389.666666666666
160000,2,1,2,30,-1,2,2,-1,-1,-1,7.0,0.0,4775.0,456.0,0.0,0.0,2496.5
410000,1,1,2,33,-2,-2,-2,-1,-1,-1,333.0,333.0,1019.0,2218.0,1216.0,1019.0,908.6666666666666
20000,2,3,1,54,2,0,0,2,2,2,2350.0,2300.0,1721.0,1000.0,1000.0,1000.0,18010.666666666668
100000,1,1,2,32,1,2,2,0,0,0,4000.0,0.0,2000.0,2000.0,3000.0,0.0,83570.5
20000,2,3,1,45,-1,-1,-1,-1,-1,-1,3850.625,3962.5,390.0,3574.5,1040.0,3750.0,4458.0
170000,2,3,2,46,-1,-1,-1,-1,-1,-1,1050.0,170.0,2785.0,3128.0,505.0,190.0,1604.0
50000,2,1,2,27,-1,0,0,0,-1,-1,1547.0,3962.5,4174.125,3574.5,2529.0,0.0,15198.333333333334
150000,1,1,2,36,0,0,0,0,0,0,3226.0,4959.0,5000.0,2790.0,5083.0,0.0,100994.33333333333
160000,2,3,1,49,-2,-2,-1,-1,-1,-2,6339.0,3338.0,3090.0,6971.0,5410.0,1816.0,4310.5
260000,2,2,1,34,0,0,0,0,0,0,6105.0,6345.0,7027.0,6000.0,5000.0,7000.0,178641.16666666666
110000,1,2,1,51,0,0,0,0,0,0,2000.0,2000.0,2000.0,2000.0,2000.0,3000.0,47653.166666666664
230000,2,2,1,40,-1,-1,-1,0,0,0,525.0,5703.0,1000.0,5000.0,0.0,7790.0,4210.5
420000,1,2,1,37,0,0,0,0,0,0,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,258114.83333333334
50000,1,3,2,22,2,0,0,-1,0,0,2543.0,2150.0,956.0,20.0,1000.0,1000.0,23967.0
590000,2,3,1,39,0,0,0,0,0,0,5025.0,5693.0,6007.0,5013.0,4701.0,4944.0,128452.0
80000,2,2,2,22,0,0,0,0,0,0,3500.0,8426.5,966.0,2000.0,2000.0,1037.0,49995.0
50000,1,2,2,27,2,2,0,0,0,0,3850.625,1595.0,505.0,500.0,500.0,659.0,31871.5
390000,2,2,2,48,0,0,0,0,0,0,10000.0,10000.0,8004.0,10000.0,6000.0,10000.0,169860.33333333334
240000,1,2,1,47,0,0,0,0,-1,-1,15071.0,11005.0,8006.0,12309.5,8505.0,12494.0,155328.66666666666
60000,2,2,2,48,0,0,0,0,0,0,3000.0,3000.0,3000.0,5000.0,3000.0,3000.0,60579.666666666664
50000,1,2,2,24,-1,0,0,0,0,0,2200.0,2700.0,2000.0,500.0,1000.0,700.0,11244.166666666666
50000,1,1,2,25,0,0,0,0,0,0,1845.0,1967.0,1400.0,396.0,0.0,0.0,37725.333333333336
30000,2,3,2,52,2,2,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,2450.0
120000,1,3,1,40,0,0,0,0,0,0,5000.0,4251.0,6000.0,6784.625,3019.0,6922.125,90002.83333333333
50000,2,2,1,39,-1,2,2,2,0,0,0.0,2600.0,0.0,918.0,921.0,1127.0,24729.0
50000,1,2,1,42,1,2,0,0,0,0,0.0,3962.5,2000.0,1000.0,521.0,700.0,36792.0
70000,1,2,1,45,2,0,0,0,0,0,3100.0,3000.0,3100.0,2000.0,1800.0,1700.0,63025.833333333336
140000,2,1,2,28,0,0,3,2,2,0,8451.875,0.0,1900.0,0.0,2124.0,2427.0,53243.0
70000,2,2,2,23,0,0,0,0,0,0,2413.0,2605.0,2013.0,2003.0,1607.0,1606.0,60040.0
90000,2,1,2,25,0,0,0,0,0,0,8451.875,8426.5,6000.0,1570.0,5000.0,1363.0,46790.5
30000,2,1,2,25,0,0,2,0,0,2,3000.0,0.0,700.0,1500.0,0.0,323.0,20156.5
30000,2,2,1,34,2,2,2,2,2,2,2274.0,2217.0,1200.0,1000.0,500.0,2000.0,26915.833333333332
150000,1,2,1,37,2,2,2,2,2,2,7400.0,0.0,4800.0,1800.0,0.0,2100.0,82537.16666666667
200000,1,2,1,36,-1,-1,-1,-1,-1,-1,4670.0,4670.0,4670.0,4670.0,4670.0,4670.0,4670.0
280000,2,2,2,29,-1,-1,-1,-1,0,0,2709.0,3284.0,11001.0,8.0,6.0,666.0,7077.166666666667
130000,2,3,3,43,-1,0,-1,-1,0,-1,8451.875,792.0,1552.0,0.0,776.0,3676.0,16952.5
350000,2,1,2,29,0,0,0,0,0,0,1740.0,1000.0,452.0,448.0,2000.0,8206.0,23578.166666666668
130000,2,2,2,30,0,0,0,2,0,0,5200.0,8426.5,0.0,6784.625,6992.5,0.0,142416.0
80000,1,3,2,48,0,0,0,0,0,0,3500.0,3500.0,1205.0,1200.0,1100.0,1018.0,54637.166666666664
280000,2,1,1,37,1,-2,-2,-1,-1,-1,0.0,0.0,539.0,0.0,3582.0,392.0,702.5
20000,1,2,1,46,0,0,0,0,0,0,1363.0,1256.0,1178.0,311.0,2264.0,0.0,16217.833333333334
120000,1,1,2,33,0,0,0,0,0,0,5502.0,7921.0,5700.0,6784.625,4000.0,3500.0,7729.333333333333
50000,1,2,2,39,0,0,0,0,0,0,2109.0,2406.0,1278.0,1036.0,1115.0,947.0,39434.666666666664
310000,2,2,1,25,0,0,0,0,0,0,6612.0,8321.0,7022.0,6021.0,6005.0,6042.0,186769.5
150000,2,2,2,23,-2,-1,0,0,0,0,15071.0,2451.0,2543.0,5000.0,4189.0,10000.0,54144.333333333336
230000,2,2,2,30,0,0,0,0,0,0,10000.0,14802.75,9953.0,4014.0,3307.0,4100.0,140307.83333333334
20000,2,2,2,21,0,0,0,0,0,0,1400.0,1200.0,1000.0,3574.5,1000.0,3750.0,19099.333333333332
420000,2,2,1,31,0,0,0,0,0,0,4153.0,4031.0,3040.0,3026.0,3017.0,3079.0,99866.16666666667
130000,2,2,1,37,0,0,0,0,0,0,5448.0,5542.0,4500.0,5465.0,4500.0,5662.0,44506.0
360000,1,1,1,36,0,0,-1,0,0,0,2000.0,14802.75,13584.25,12309.5,5000.0,3000.0,100914.66666666667
320000,2,2,2,36,-1,-1,-1,-1,-1,-1,396.0,396.0,596.0,12309.5,396.0,396.0,2594.3333333333335
50000,2,3,3,23,1,2,0,0,0,0,0.0,1500.0,1100.0,1200.0,1300.0,1100.0,32736.0
280000,2,1,2,29,-2,-2,-2,-2,-2,-2,0.0,320.0,2139.0,0.0,0.0,0.0,409.8333333333333
30000,2,2,2,46,0,0,2,2,2,0,3400.0,0.0,4174.125,0.0,1000.0,1400.0,23738.666666666668
180000,1,2,1,43,0,0,0,0,0,0,6029.0,7035.0,10007.0,12309.5,4000.0,10000.0,135333.33333333334
140000,2,1,2,27,1,-1,-1,-1,-2,-2,2051.0,446.0,0.0,0.0,0.0,1593.0,416.1666666666667
10000,2,2,2,22,0,0,-1,0,0,-2,1000.0,780.0,0.0,600.0,0.0,0.0,2843.0
160000,1,3,1,59,-2,-2,-2,-2,-2,-2,1000.0,170.0,0.0,1000.0,390.0,390.0,223.33333333333334
310000,2,3,1,37,-2,-2,-2,-2,-2,-2,6514.0,0.0,0.0,0.0,12465.5,0.0,4066.5
610000,2,1,2,43,0,0,2,0,0,0,15071.0,8000.0,13584.25,12309.5,12465.5,12494.0,258114.83333333334
230000,2,2,1,28,0,0,0,0,0,0,15071.0,1222.0,7510.0,491.0,6600.0,0.0,43136.0
160000,2,3,1,44,0,-1,-1,2,2,2,2000.0,3037.0,0.0,1000.0,0.0,5000.0,2969.3333333333335
150000,2,1,2,27,-1,-1,-1,-1,0,-1,4493.0,11848.0,7435.0,0.0,3545.0,5718.0,6568.333333333333
200000,1,1,2,26,-2,-2,-1,0,0,0,1516.0,11533.0,189.0,1000.0,2050.0,11300.0,4904.833333333333
150000,2,3,2,23,0,0,0,0,0,0,1219.0,1273.0,1069.0,1683.0,202.0,299.0,8994.833333333334
50000,1,2,1,47,0,0,0,0,0,0,1504.0,1600.0,1537.0,700.0,700.0,600.0,13508.333333333334
50000,1,1,2,30,0,0,0,-1,-1,-2,2400.0,0.0,3794.0,0.0,0.0,3750.0,17608.5
80000,1,2,2,29,-1,0,0,-1,0,0,1085.0,1000.0,7450.0,2667.0,3395.0,1772.0,41563.166666666664
220000,2,2,1,45,1,-1,0,-1,0,-1,6010.0,1229.0,13584.25,614.0,12465.5,700.0,16832.166666666668
90000,1,1,2,25,0,0,0,0,0,0,2000.0,3000.0,2000.0,3000.0,3000.0,1000.0,30925.166666666668
100000,1,2,1,34,2,2,2,0,0,2,2300.0,2000.0,4500.0,3300.0,0.0,3500.0,62174.0
680000,2,1,1,42,0,0,0,0,0,0,8000.0,9000.0,7000.0,7000.0,7000.0,7000.0,185064.5
60000,1,2,2,23,0,0,2,2,-1,0,3258.0,0.0,0.0,6784.625,2000.0,50.0,7395.5
20000,1,1,2,34,1,2,0,0,0,0,1000.0,1000.0,1300.0,1500.0,1680.0,0.0,6057.333333333333
200000,1,1,1,43,2,0,0,0,-2,-2,2000.0,2000.0,0.0,0.0,0.0,0.0,11535.833333333334
430000,1,2,1,48,0,0,0,0,0,0,1794.0,2399.0,884.0,914.0,987.0,869.0,27911.166666666668
70000,2,2,2,26,0,0,0,0,0,0,2000.0,2000.0,2000.0,2000.0,3000.0,1500.0,12607.5
90000,2,2,2,27,0,0,2,0,0,0,8451.875,2.0,5085.0,5000.0,3000.0,1004.0,78849.66666666667
260000,1,1,1,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000,2,3,2,31,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,1079.0,619.8333333333334
70000,1,2,2,27,0,0,0,0,0,0,8451.875,2047.0,1861.0,4000.0,5000.0,3044.0,48459.833333333336
330000,2,5,1,36,0,-1,-1,0,0,0,3744.0,14802.75,13584.25,10189.0,12465.5,4005.0,71943.83333333333
500000,2,1,2,32,0,0,0,0,0,0,12475.0,12650.0,11354.0,11545.0,12000.0,11000.0,258114.83333333334
130000,1,2,1,48,3,2,2,2,3,3,5000.0,0.0,7450.0,5327.0,22.0,10.0,126064.5
90000,1,2,2,25,0,0,-1,-1,0,-1,1800.0,1052.0,2422.0,0.0,1051.0,6922.125,1810.6666666666667
10000,1,2,1,31,0,0,0,2,0,0,1200.0,3962.5,0.0,1200.0,1200.0,0.0,8759.333333333334
260000,2,2,1,43,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2500.0
130000,1,1,2,27,-1,-1,0,-1,-1,-1,3555.0,1010.0,1466.0,2581.0,2509.0,3013.0,2230.3333333333335
50000,1,2,1,38,0,0,2,0,0,2,3800.0,0.0,2000.0,3000.0,0.0,3200.0,35935.833333333336
20000,2,1,3,22,0,0,0,0,0,-2,1800.0,2800.0,0.0,0.0,1900.0,0.0,11272.833333333334
150000,2,1,2,27,-1,-1,-1,-1,-1,-1,4141.0,7725.0,9772.0,12309.5,5819.0,4302.0,7757.666666666667
20000,1,2,2,22,4,3,2,0,0,2,0.0,0.0,1266.0,1500.0,0.0,1915.0,16112.833333333334
70000,2,2,2,22,0,0,0,0,0,0,3018.0,1500.0,1000.0,1001.0,1191.0,1000.0,28281.5
220000,1,1,2,28,0,0,0,0,0,0,15071.0,5000.0,9604.0,10000.0,6000.0,12494.0,118254.83333333333
50000,2,3,3,43,0,0,0,0,0,0,3850.625,2111.0,4174.125,1000.0,3750.0,3750.0,29202.166666666668
210000,2,3,1,54,0,0,0,0,0,0,3500.0,3500.0,4500.0,3600.0,3694.0,3728.0,98378.16666666667
200000,1,1,2,30,1,2,2,2,2,2,6600.0,0.0,13584.25,0.0,11013.0,5549.0,186370.33333333334
290000,1,1,2,34,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260000,1,3,1,53,-2,-2,-2,-2,-2,-2,7378.0,3696.0,4726.0,2966.0,5946.0,6020.0,4660.166666666667
50000,2,3,2,32,0,0,0,0,0,0,1755.0,1614.0,1627.0,1500.0,1500.0,1822.0,42782.166666666664
50000,2,2,2,23,0,0,0,0,2,0,3113.0,1421.0,4174.125,0.0,3000.0,896.0,30520.166666666668
110000,2,2,2,31,2,0,0,0,0,2,1500.0,3000.0,2000.0,2000.0,0.0,6922.125,4981.166666666667
150000,2,5,2,26,0,0,2,0,0,0,2219.0,0.0,0.0,0.0,0.0,0.0,8554.0
20000,1,2,2,24,0,0,0,0,0,0,1597.0,1479.0,1600.0,400.0,0.0,298.0,19009.666666666668
360000,2,2,1,40,-1,-1,-1,-1,-1,-1,15071.0,692.0,13584.25,10893.0,2017.0,12494.0,18728.166666666668
20000,2,2,1,45,0,0,0,0,2,0,1262.0,1274.0,1375.0,0.0,771.0,805.0,16316.166666666666
100000,1,2,2,30,0,0,0,0,0,0,3000.0,3000.0,3000.0,2000.0,2000.0,2000.0,49472.333333333336
20000,2,2,2,26,2,2,2,0,0,0,1600.0,0.0,600.0,847.0,670.0,483.0,19598.833333333332
50000,1,3,2,25,0,0,2,2,0,0,3850.625,2000.0,0.0,2000.0,3750.0,300.0,44318.166666666664
60000,2,2,1,36,0,0,0,0,0,0,2100.0,2000.0,1700.0,1500.0,1400.0,1500.0,44969.0
80000,1,1,2,27,0,0,2,0,0,0,6384.0,0.0,2100.0,2100.0,2200.0,2200.0,65919.33333333333
360000,2,1,2,32,0,0,0,0,0,0,10130.0,12649.0,8916.0,7725.0,8900.0,6956.0,249746.66666666666
100000,2,3,1,49,0,0,0,0,0,0,2000.0,3000.0,1900.0,1550.0,1430.0,3143.0,41737.0
140000,2,2,1,44,0,0,0,0,0,0,6050.0,3700.0,2000.0,3000.0,6992.5,1500.0,89979.0
360000,2,2,2,34,-2,-2,-2,-2,-2,-2,1232.0,291.0,776.0,0.0,312.0,576.0,555.8333333333334
10000,2,2,2,23,-1,5,4,3,2,2,0.0,0.0,0.0,0.0,1000.0,0.0,3864.5
80000,2,2,2,29,0,0,0,0,0,0,2000.0,2000.0,2000.0,1100.0,1000.0,1100.0,37968.5
20000,1,3,1,39,-1,2,2,2,-1,-1,390.0,0.0,0.0,780.0,0.0,0.0,455.0
50000,1,2,2,38,0,0,0,0,0,0,2042.0,1150.0,329.0,340.0,342.0,354.0,29940.333333333332
500000,2,1,1,44,-2,-1,0,0,0,-1,15071.0,6486.0,234.0,90.0,12465.5,12494.0,183555.66666666666
210000,2,1,2,31,-1,-1,-1,0,0,-1,10000.0,14802.75,13584.25,12309.5,10625.0,213.0,23173.166666666668
90000,2,2,2,25,0,0,0,0,0,0,2000.0,1851.0,3500.0,1519.0,2000.0,2000.0,45013.833333333336
500000,1,2,2,31,0,0,-1,0,0,0,6025.0,14802.75,10254.0,7524.0,5009.0,2333.0,125015.5
80000,2,2,2,37,0,0,0,0,0,0,1365.0,1379.0,1000.0,1000.0,871.0,1000.0,22878.166666666668
80000,1,1,2,31,1,2,2,0,0,0,2515.0,16.0,2003.0,2013.0,5007.0,113.0,54720.5
70000,2,2,1,23,0,0,0,0,0,0,2500.0,8426.5,2000.0,687.0,1500.0,2000.0,33092.833333333336
300000,1,1,2,42,-2,-2,-2,-2,-2,-2,15071.0,14802.75,0.0,0.0,0.0,0.0,66215.0
280000,1,1,1,39,0,0,0,0,0,0,1652.0,2144.0,1666.0,5015.0,12465.5,12.0,51556.333333333336
210000,2,2,1,36,0,0,0,0,0,0,6483.0,5082.0,6000.0,5900.0,4544.0,4700.0,143074.66666666666
400000,1,1,2,48,0,0,0,0,0,0,5000.0,6624.0,5200.0,3826.0,3363.0,3398.0,118219.33333333333
30000,2,2,1,45,1,2,2,2,2,2,0.0,3962.5,0.0,2084.0,0.0,2305.0,25456.333333333332
20000,1,5,2,26,0,0,0,0,0,-2,3055.0,1467.0,1096.0,1000.0,0.0,0.0,16698.666666666668
60000,2,3,2,40,-1,-1,0,0,0,-1,8451.875,1200.0,3658.0,0.0,6992.5,6922.125,16904.5
50000,1,1,2,46,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,8566.666666666666
70000,2,2,1,41,2,3,3,3,3,2,3000.0,3000.0,2000.0,0.0,2500.0,2200.0,53088.0
80000,2,2,1,25,0,0,0,0,0,0,2300.0,2200.0,3207.0,2000.0,2000.0,2000.0,57270.833333333336
300000,2,2,1,27,-2,-2,-2,-2,-2,-2,1378.0,1422.0,0.0,474.0,337.0,1394.0,916.3333333333334
100000,1,2,1,35,0,0,0,0,0,0,4000.0,3000.0,3004.0,2278.0,6992.5,3000.0,76372.16666666667
