id,avg_payment_ratio,total_bill_amt,total_pay_amt,default_history,credit_utilization
3204,0.04,211102.0,15770.0,0.0,3.52
3205,0.81,150101.0,50839.0,0.0,0.75
3206,,2222.0,3000.0,1.0,0.01
3207,1.82,19005.0,18068.0,0.0,0.06
3208,0.04,53922.0,44349.25,0.0,0.14
3209,0.04,270231.0,7938.0,0.0,3.38
3210,0.39,46025.0,17272.0,0.0,0.46
3211,0.05,1258874.0,36537.75,0.0,5.47
3212,,150.0,309.0,0.0,0.0
3213,0.06,122245.0,8251.0,0.0,0.68
3214,0.07,150413.0,10267.0,0.0,0.36
3215,,6369.0,3573.0,0.0,0.32
3216,0.15,230724.0,20000.0,0.0,0.68
3217,0.41,101677.0,9150.625,1.0,5.08
3218,0.16,216724.0,30000.0,0.0,0.68
3219,,0.0,0.0,0.0,0.0
3220,0.11,257096.0,24492.5,0.0,2.57
3221,,276871.0,44618.0,0.0,0.89
3222,0.08,223957.0,17229.0,0.0,1.6
3223,,607388.0,21500.0,0.0,3.04
3224,,4522.0,2779.0,1.0,0.15
3225,0.05,788961.0,29447.0,0.0,6.07
3226,0.18,72967.0,5000.0,0.0,3.65
3227,0.04,552444.0,30007.0,0.0,4.6
3228,0.12,38996.0,29568.25,0.0,0.21
3229,0.05,235364.0,10485.0,0.0,4.71
3230,0.04,678254.0,29752.125,0.0,5.22
3231,0.1,194881.0,14934.0,1.0,0.89
3232,0.05,345676.0,14647.0,0.0,1.73
3233,0.04,163346.0,6905.0,0.0,3.27
3234,0.07,179281.0,6778.0,0.0,5.98
3235,,0.0,0.0,0.0,0.0
3236,1.46,14106.0,8587.0,1.0,0.04
3237,0.04,681948.0,31000.0,0.0,5.68
3238,0.11,244933.0,31922.125,0.0,4.08
3239,4.38,46318.0,19189.0,0.0,0.31
3240,0.08,26385.0,4090.0,0.0,0.11
3241,,3594.0,0.0,0.0,0.03
3242,0.04,598462.0,28600.0,1.0,2.99
3243,,2500.0,0.0,1.0,0.01
3244,0.13,126811.0,13813.125,1.0,4.23
3245,0.05,215749.0,8971.0,0.0,4.31
3246,0.09,105115.0,8070.0,0.0,3.5
3247,,0.0,0.0,0.0,0.0
3248,0.05,684403.0,20294.0,1.0,5.7
3249,0.08,109193.0,5888.0,0.0,0.38
3250,0.05,161421.0,8686.0,0.0,3.23
3251,0.1,503480.0,24393.875,0.0,3.87
3252,0.06,127191.0,5353.0,0.0,2.54
3253,11.43,2268.0,2200.0,0.0,0.01
3254,,19475.0,2946.0,1.0,0.39
3255,0.18,41042.0,3061.0,0.0,4.1
3256,0.21,46344.0,4569.0,0.0,4.63
3257,0.08,476365.0,17700.0,1.0,5.95
3258,,0.0,0.0,1.0,0.0
3259,1.9,123852.0,101122.25,0.0,0.23
3260,0.1,97043.0,10517.0,0.0,4.85
3261,0.04,791967.0,29900.0,0.0,4.66
3262,0.31,39781.0,31419.25,0.0,0.18
3263,1.0,5605.0,4614.0,0.0,0.03
3264,2.51,34643.0,36366.0,0.0,0.08
3265,0.08,87086.0,4138.0,1.0,4.35
3266,,0.0,0.0,1.0,0.0
3267,0.02,85476.0,1092.0,0.0,0.66
3268,0.03,845505.0,28686.0,0.0,2.01
3269,0.05,326149.0,20149.625,0.0,4.08
3270,0.13,96269.0,6500.0,0.0,4.81
3271,,590277.0,21751.0,1.0,1.84
3272,0.18,146834.0,37586.25,0.0,0.92
3273,0.08,250240.0,13724.625,0.0,5.0
3274,0.14,46853.0,10571.0,0.0,0.94
3275,0.05,428628.0,18010.0,0.0,6.12
3276,,97817.0,5121.0,1.0,4.89
3277,0.04,958956.0,37700.0,0.0,5.99
3278,,0.0,0.0,1.0,0.0
3279,0.23,114390.0,5810.625,0.0,5.72
3280,0.84,321854.0,61479.0,0.0,1.89
3281,,1958.0,1263.0,0.0,0.01
3282,2.64,6583.0,4915.0,0.0,0.04
3283,,1000.0,1000.0,0.0,0.01
3284,0.04,572806.0,20252.0,0.0,2.49
3285,0.05,176336.0,7118.0,0.0,2.94
3286,0.16,1077314.0,111441.0,0.0,3.85
3287,,1930.0,2357.0,0.0,0.01
3288,0.11,80384.0,5000.0,1.0,2.68
3289,0.08,181325.0,21099.25,0.0,3.63
3290,,3478.0,2230.0,0.0,0.01
3291,,2346.0,0.0,1.0,0.03
3292,0.19,190427.0,18000.0,1.0,1.59
3293,1.0,1455.0,1746.0,0.0,0.01
3294,0.05,176557.0,10999.5,0.0,5.89
3295,0.12,376858.0,28500.0,0.0,0.99
3296,0.04,388148.0,15022.125,1.0,4.85
3297,0.08,68980.0,2719.0,0.0,3.45
3298,0.68,33824.0,8000.0,0.0,0.21
3299,,9978.0,1286.0,1.0,0.04
3300,0.05,1548689.0,70937.0,1.0,4.19
3301,,173509.0,6400.0,0.0,5.78
3302,0.07,116422.0,5105.0,0.0,5.82
3303,,103802.0,4380.0,1.0,5.19
3304,0.06,541496.0,30000.0,0.0,1.15
3305,0.08,178475.0,28136.0,1.0,0.81
3306,0.03,346265.0,12349.0,0.0,4.33
3307,,653.0,653.0,0.0,0.0
3308,0.08,62939.0,13955.5,0.0,0.63
3309,0.18,46279.0,3779.0,0.0,4.63
3310,1.4,5947.0,5185.0,0.0,0.02
3311,0.07,537813.0,20060.0,1.0,4.89
3312,0.04,636818.0,22872.0,0.0,3.03
3313,0.56,47090.0,35689.0,0.0,0.24
3314,1.52,41975.0,29063.75,0.0,0.16
3315,,2592.0,2193.0,0.0,0.0
3316,1.21,585136.0,109824.75,0.0,1.77
3317,0.09,1302878.0,116123.25,0.0,2.61
3318,0.79,20720.0,13647.0,0.0,0.1
3319,0.44,15393.0,7859.0,1.0,0.08
3320,0.05,22890.0,6636.0,0.0,0.11
3321,0.93,33890.0,30068.0,0.0,0.07
3322,0.31,9400.0,1275.0,0.0,0.94
3323,,37000.0,0.0,0.0,0.23
3324,0.04,178995.0,6537.0,0.0,3.58
3325,0.04,679371.0,20118.0,0.0,5.23
3326,0.05,848539.0,35900.0,1.0,6.06
3327,,83150.0,8000.0,0.0,1.04
3328,0.11,161309.0,60046.0,1.0,0.32
3329,0.03,593541.0,25511.0,0.0,1.19
3330,0.26,42292.0,10712.0,0.0,0.13
3331,,296086.0,4232.0,0.0,5.92
3332,0.24,9280.0,1000.0,0.0,0.08
3333,,6276.0,8526.0,1.0,0.01
3334,,29993.0,28758.0,0.0,0.1
3335,0.02,27677.0,4765.0,0.0,0.1
3336,0.04,213778.0,9866.0,1.0,7.13
3337,,131132.0,5500.0,1.0,1.64
3338,0.08,239251.0,11142.5,0.0,4.79
3339,0.15,52028.0,4100.0,0.0,5.2
3340,0.04,63478.0,42456.875,1.0,0.12
3341,0.45,47846.0,35454.625,0.0,0.8
3342,0.34,113780.0,14192.5,0.0,0.81
3343,0.03,174662.0,7764.0,0.0,3.49
3344,0.07,1536859.0,72042.0,1.0,5.12
3345,0.09,177816.0,9170.0,1.0,5.93
3346,,0.0,3750.0,1.0,0.0
3347,,2500.0,0.0,1.0,0.01
3348,0.04,345018.0,12806.0,0.0,5.75
3349,0.05,364235.0,16700.0,0.0,4.55
3350,,0.0,0.0,0.0,0.0
3351,,137946.0,4490.0,1.0,4.6
3352,0.13,54525.0,8215.0,0.0,5.45
3353,,2229.0,23242.875,0.0,0.01
3354,0.13,264683.0,15400.0,0.0,2.65
3355,0.03,298867.0,14976.0,0.0,1.49
3356,0.05,1548689.0,79004.0,0.0,4.08
3357,0.05,273501.0,13163.0,0.0,2.74
3358,0.05,219195.0,7251.0,1.0,4.38
3359,0.04,505571.0,23950.0,1.0,3.89
3360,0.02,401987.0,15636.0,0.0,3.35
3361,0.04,836597.0,36644.0,0.0,5.58
3362,2.3,20462.0,20226.0,0.0,0.07
3363,,209837.0,11856.5,0.0,1.91
3364,0.06,1548689.0,91612.0,1.0,3.69
3365,1.22,32354.0,25440.0,1.0,0.23
3366,,0.0,0.0,1.0,0.0
3367,0.09,1508902.0,60165.125,0.0,5.8
3368,1.0,1896.0,1896.0,1.0,0.02
3369,0.05,221778.0,6295.0,0.0,2.46
3370,,46332.0,7574.5,0.0,2.32
3371,0.07,199732.0,13071.0,1.0,6.66
3372,0.05,290022.0,12200.0,0.0,2.07
3373,0.05,507751.0,21167.0,0.0,1.49
3374,,0.0,0.0,0.0,0.0
3375,0.17,31235.0,9326.0,0.0,0.07
3376,,6345.0,0.0,0.0,0.06
3377,0.03,391615.0,11752.0,0.0,1.12
3378,0.04,150523.0,6891.0,0.0,3.01
3379,,222.0,0.0,0.0,0.01
3380,2.57,34890.0,43657.875,0.0,0.1
3381,0.07,76063.0,10032.5,0.0,3.8
3382,0.41,15041.0,4808.0,0.0,0.04
3383,0.12,224918.0,16000.0,0.0,1.32
3384,,77918.0,15000.0,1.0,0.71
3385,40.17,34906.0,18554.5,1.0,0.17
3386,2.4,68487.0,62414.25,0.0,0.34
3387,1.2,12568.0,11498.0,0.0,0.03
3388,0.61,10104.0,8293.0,0.0,0.02
3389,0.08,95690.0,15414.5,0.0,4.78
3390,,908422.0,29700.0,0.0,3.36
3391,,47779.0,5500.0,1.0,2.39
3392,,1146.0,22159.875,0.0,0.0
3393,0.09,244459.0,15250.0,0.0,1.63
3394,0.17,306111.0,55002.0,0.0,1.18
3395,0.44,6014.0,6554.0,0.0,0.07
3396,0.04,658780.0,26013.0,0.0,2.13
3397,,773248.0,35922.5,0.0,3.68
3398,,71890.0,3200.0,1.0,1.8
3399,,13369.0,6784.625,0.0,0.17
3400,0.16,18514.0,4935.0,1.0,0.37
3401,0.06,534575.0,33812.0,0.0,1.44
3402,0.05,600663.0,25224.0,0.0,4.62
3403,,15684.0,14004.0,1.0,0.02
3404,,37545.0,17911.5,0.0,0.21
3405,0.07,288245.0,18700.0,0.0,3.6
3406,0.02,162868.0,19441.0,0.0,0.29
3407,0.08,204006.0,10006.0,0.0,1.2
3408,0.43,43332.0,15572.625,0.0,1.44
3409,3.28,83673.0,75484.125,0.0,0.19
3410,0.05,17961.0,25525.0,0.0,0.04
3411,0.26,38328.0,5000.0,1.0,3.83
3412,0.76,44766.0,12510.0,0.0,0.34
3413,4444.33,13345.0,64221.5,0.0,0.08
3414,,538297.0,17700.0,1.0,3.59
3415,0.01,85242.0,54722.25,0.0,0.25
3416,0.04,1078420.0,46017.0,0.0,5.39
3417,0.05,759640.0,32500.0,0.0,5.84
3418,0.06,285101.0,11725.0,0.0,0.89
3419,0.05,235595.0,13776.625,0.0,4.71
3420,0.49,356585.0,61997.75,0.0,0.99
3421,0.06,994802.0,68799.875,0.0,2.37
3422,,15406.0,13221.0,0.0,0.14
3423,0.07,198109.0,14926.5,0.0,2.48
3424,0.05,272089.0,9635.0,1.0,4.53
3425,0.03,133643.0,5468.0,0.0,2.23
3426,0.03,796503.0,21903.0,0.0,3.79
3427,0.25,252401.0,89250.0,0.0,0.7
3428,0.63,60987.0,7850.625,0.0,3.05
3429,,4126.0,5000.0,0.0,0.03
3430,,15943.0,37035.875,0.0,0.05
3431,0.65,17712.0,13253.0,1.0,0.07
3432,0.49,23849.0,21347.0,0.0,0.15
3433,0.0,3292.0,702.0,0.0,0.01
3434,0.2,99234.0,13817.0,0.0,4.96
3435,1.0,14996.0,14996.0,1.0,0.08
3436,,0.0,0.0,0.0,0.0
3437,0.27,8163.0,1000.0,0.0,0.1
3438,0.04,796056.0,50788.0,0.0,2.75
3439,0.41,60328.0,45153.75,0.0,0.3
3440,,87721.0,49007.75,0.0,0.27
3441,0.1,106740.0,6000.0,0.0,0.3
3442,0.14,273105.0,15075.0,0.0,2.48
3443,,1307.0,3307.0,1.0,0.0
3444,1.76,7232.0,13254.0,0.0,0.01
3445,4.97,5456.0,11880.125,0.0,0.05
3446,0.22,18817.0,5462.0,0.0,0.24
3447,0.04,1080619.0,35137.0,1.0,5.4
3448,1.93,21035.0,32007.0,1.0,0.14
3449,0.08,742730.0,67853.25,0.0,4.95
3450,,11214.0,20205.0,0.0,0.05
3451,,5382.0,0.0,1.0,0.04
3452,0.1,263687.0,11850.625,0.0,5.27
3453,0.03,350232.0,10940.0,0.0,4.38
3454,,8994.0,6472.0,0.0,0.18
3455,0.08,114583.0,6873.0,0.0,5.73
3456,0.07,173649.0,7780.0,0.0,3.47
3457,,132833.0,8562.5,0.0,2.66
3458,0.05,1177722.0,40154.0,1.0,4.21
3459,0.01,548077.0,15836.0,0.0,2.38
3460,0.21,286507.0,27837.0,1.0,1.25
3461,0.08,279460.0,22447.5,0.0,3.49
3462,0.24,87315.0,9000.0,0.0,1.46
3463,0.05,1121547.0,42788.0,0.0,5.61
3464,,84263.0,11146.625,0.0,2.81
3465,0.73,206274.0,104506.125,0.0,0.61
3466,0.61,16598.0,16732.0,0.0,0.07
3467,0.92,6222.0,6150.0,0.0,0.03
3468,0.05,734576.0,25135.0,0.0,4.9
3469,,0.0,0.0,0.0,0.0
3470,0.04,556173.0,23506.0,0.0,2.53
3471,,3632.0,5000.0,1.0,0.03
3472,0.25,47565.0,10116.5,1.0,1.19
3473,0.04,1095812.0,41544.0,0.0,5.48
3474,0.11,328569.0,32035.0,0.0,0.63
3475,0.12,104477.0,8101.0,0.0,3.48
3476,0.07,107924.0,4383.0,0.0,5.4
3477,0.08,92657.0,7353.0,1.0,1.85
3478,0.06,440789.0,14841.0,0.0,1.47
3479,0.37,54541.0,33829.25,0.0,0.11
3480,0.02,1093570.0,45409.25,0.0,2.23
3481,1.31,5865.0,4375.0,0.0,0.03
3482,0.08,129775.0,7394.0,1.0,3.24
3483,0.73,10421.0,6669.0,0.0,0.07
3484,0.05,185732.0,8327.0,1.0,3.71
3485,0.05,538823.0,19650.0,0.0,5.39
3486,0.09,259183.0,13828.625,1.0,5.18
3487,2.0,121069.0,31199.0,0.0,0.93
3488,1.0,1442.0,1642.0,0.0,0.02
3489,0.07,157847.0,7291.0,0.0,5.26
3490,0.06,74711.0,6311.0,0.0,1.49
3491,1.0,76869.0,25731.0,1.0,0.96
3492,0.07,260749.0,61070.75,0.0,1.19
3493,0.03,956146.0,38780.0,0.0,4.78
3494,0.12,50294.0,5288.0,0.0,0.42
3495,0.05,495099.0,14501.0,0.0,4.95
3496,,64491.0,23575.125,0.0,0.64
3497,0.03,146307.0,6807.0,0.0,2.93
3498,2.57,73424.0,42338.75,0.0,0.31
3499,2.61,31379.0,19036.5,0.0,0.52
3500,0.26,14178.0,6343.0,1.0,0.05
3501,0.09,117657.0,7900.0,1.0,3.92
3502,0.09,383224.0,30000.0,0.0,0.87
3503,0.04,831720.0,30000.0,0.0,2.31
3504,0.73,73951.0,4850.625,1.0,1.48
3505,1.0,7352.0,12210.0,0.0,0.03
3506,0.2,60723.0,6000.0,0.0,0.4
3507,1.0,50130.0,50060.0,0.0,0.25
3508,0.07,213095.0,16750.0,0.0,4.26
3509,1.34,11745.0,8507.0,0.0,0.06
3510,,267054.0,7966.0,1.0,5.34
3511,0.07,120291.0,5787.0,0.0,2.41
3512,0.05,771384.0,48252.0,0.0,1.75
3513,,270504.0,11228.0,1.0,4.51
3514,0.5,25928.0,9013.0,0.0,0.37
3515,0.03,389010.0,17500.0,0.0,1.34
3516,1.0,2984.0,2796.0,0.0,0.02
3517,0.06,672448.0,51577.0,0.0,2.17
3518,,10423.0,10467.0,0.0,0.02
3519,1.27,11689.0,10724.0,0.0,0.03
3520,0.05,1548689.0,92000.0,0.0,2.82
3521,,0.0,4003.0,0.0,0.0
3522,0.15,264990.0,37424.25,0.0,1.89
3523,0.12,96451.0,10115.0,0.0,1.93
3524,,2194.0,2945.0,0.0,0.01
3525,0.04,268995.0,9665.0,0.0,4.48
3526,1.34,19025.0,20294.125,0.0,0.14
3527,0.05,407025.0,16700.0,0.0,5.81
3528,0.25,58269.0,5100.0,0.0,2.91
3529,0.04,350482.0,13094.0,0.0,3.5
3530,,0.0,0.0,0.0,0.0
3531,1.14,1850.0,1440.0,0.0,0.02
3532,0.11,173563.0,8900.0,0.0,1.08
3533,0.04,980877.0,39600.0,0.0,6.13
3534,3.39,3031.0,3442.0,1.0,0.02
3535,0.04,276655.0,10473.0,0.0,2.77
3536,0.19,111458.0,6500.0,1.0,1.24
3537,0.46,88427.0,14836.0,0.0,1.11
3538,0.04,1247933.0,16252.0,1.0,5.67
3539,0.64,18738.0,14870.0,1.0,0.07
3540,,168995.0,7262.5,1.0,5.63
3541,,17159.0,8380.0,1.0,0.17
3542,0.05,302592.0,12896.0,0.0,3.78
3543,0.19,19931.0,8144.125,0.0,1.0
3544,0.15,170032.0,24000.0,0.0,1.21
3545,,0.0,0.0,1.0,0.0
3546,0.08,138858.0,8096.0,0.0,1.54
3547,0.05,350543.0,16874.0,0.0,2.34
3548,0.02,660154.0,20919.0,0.0,2.64
3549,0.08,122043.0,3250.0,1.0,6.1
3550,0.18,77223.0,19268.25,0.0,1.54
3551,,10150.0,4150.0,1.0,0.1
3552,5.25,107923.0,90943.0,0.0,0.22
3553,0.06,181050.0,13288.0,0.0,3.62
3554,0.12,240576.0,22487.25,0.0,6.01
3555,0.09,464898.0,19000.0,0.0,5.81
3556,0.04,340173.0,13849.0,0.0,3.4
3557,2.99,45751.0,30847.0,0.0,0.25
3558,0.05,403168.0,18602.0,0.0,4.48
3559,2.52,8997.0,11665.0,0.0,0.9
3560,0.88,921.0,941.0,0.0,0.0
3561,0.35,58212.0,5850.0,1.0,0.73
3562,0.05,389493.0,16000.0,1.0,4.33
3563,,30900.0,0.0,1.0,0.39
3564,0.05,605390.0,22568.125,1.0,6.73
3565,1.0,16450.0,12100.0,0.0,0.21
3566,,3003.0,2828.0,1.0,0.02
3567,0.07,1548689.0,93105.0,0.0,3.23
3568,0.05,1330057.0,44576.0,0.0,5.78
3569,,17391.0,5027.0,1.0,0.25
3570,0.05,717130.0,28867.0,0.0,3.59
3571,0.08,411303.0,22700.0,0.0,2.29
3572,0.04,1065866.0,41971.0,0.0,5.61
3573,,117174.0,4767.0,0.0,5.86
3574,0.34,56453.0,4915.0,1.0,5.65
3575,0.04,483445.0,19602.0,0.0,6.04
3576,0.13,342842.0,15621.0,0.0,5.71
3577,4.6,114753.0,77137.75,0.0,0.23
3578,3.59,6424.0,4324.0,1.0,0.13
3579,,1162.0,1360.0,0.0,0.0
3580,0.36,56366.0,4339.0,0.0,5.64
3581,2.69,2313.0,2107.0,1.0,0.01
3582,0.14,27193.0,5913.0,0.0,0.39
3583,0.22,91104.0,43168.0,0.0,0.36
3584,0.7,35181.0,5158.0,1.0,3.52
3585,0.2,155396.0,26011.0,0.0,1.11
3586,,0.0,0.0,0.0,0.0
3587,,1088.0,863.0,0.0,0.01
3588,1.0,1746.0,2906.0,0.0,0.01
3589,0.05,15152.0,680.0,0.0,0.07
3590,,307923.0,13146.0,1.0,4.4
3591,0.08,98878.0,6112.0,0.0,4.94
3592,0.77,22628.0,20707.0,0.0,0.1
3593,0.09,111966.0,7967.5,1.0,5.6
3594,0.07,365365.0,17500.0,0.0,4.57
3595,0.07,1548689.0,100079.0,1.0,3.1
3596,0.03,909214.0,33881.0,0.0,4.33
3597,0.05,406046.0,15054.0,1.0,5.08
3598,0.09,162601.0,6230.625,0.0,3.25
3599,,26861.0,25233.0,0.0,0.11
3600,24.48,27085.0,28563.0,0.0,0.18
3601,,0.0,0.0,0.0,0.0
3602,,0.0,0.0,1.0,0.0
3603,0.04,405600.0,16079.0,0.0,1.76
3604,,12146.0,25654.0,0.0,0.02
3605,0.03,281249.0,12363.0,0.0,1.87
3606,,173055.0,6572.0,1.0,5.77
3607,0.04,445303.0,15595.0,0.0,0.95
3608,0.06,178307.0,8400.0,0.0,0.89
3609,0.05,1209343.0,67374.25,0.0,2.57
3610,0.44,289503.0,64771.0,0.0,0.93
3611,0.04,1013745.0,39761.0,0.0,4.83
3612,0.97,313204.0,119083.0,0.0,0.63
3613,0.05,460591.0,18540.0,0.0,5.76
3614,0.12,61606.0,6596.5,1.0,3.08
3615,4.23,299623.0,60499.25,0.0,2.0
3616,0.08,1283892.0,49750.125,0.0,3.29
3617,0.15,50736.0,9500.0,0.0,5.07
3618,0.5,55527.0,53922.0,0.0,0.14
3619,4.44,73900.0,17947.5,1.0,0.35
3620,0.04,18944.0,6116.0,1.0,0.05
3621,0.18,9133.0,7337.0,0.0,0.06
3622,0.04,327253.0,11473.0,0.0,1.56
3623,0.11,102717.0,11000.0,0.0,1.03
3624,0.02,450989.0,16800.0,1.0,2.15
3625,0.75,82439.0,46620.125,0.0,0.28
3626,,25655.0,26779.0,1.0,0.08
3627,0.04,211087.0,7084.0,0.0,4.22
3628,0.04,250884.0,9421.0,0.0,3.14
3629,0.05,256156.0,12000.0,0.0,0.75
3630,0.05,304857.0,17569.5,0.0,2.54
3631,1.22,21431.0,19616.625,0.0,0.71
3632,0.47,224322.0,38924.0,0.0,0.86
3633,0.05,165496.0,16300.5,0.0,3.31
3634,,367178.0,29110.875,1.0,0.87
3635,0.06,226978.0,24376.0,0.0,1.75
3636,0.08,319749.0,30240.0,0.0,1.18
3637,0.17,50402.0,3895.0,0.0,1.01
3638,0.08,84287.0,9789.5,1.0,4.21
3639,0.05,824020.0,36992.5,0.0,5.89
3640,0.03,379987.0,11865.0,0.0,3.8
3641,,187497.0,7421.0,0.0,3.75
3642,0.27,60686.0,24008.0,0.0,0.12
3643,0.04,325907.0,10804.0,0.0,4.07
3644,0.3,77109.0,25527.5,1.0,0.35
3645,0.06,164555.0,7868.0,0.0,5.49
3646,0.04,1036104.0,38788.5,0.0,4.32
3647,1.45,115189.0,73640.5,0.0,0.52
3648,0.07,117836.0,46374.75,0.0,0.37
3649,,54681.0,13565.0,0.0,0.24
3650,,2340.0,1950.0,0.0,0.12
3651,0.04,428841.0,16600.0,0.0,1.53
3652,0.05,651944.0,29219.0,0.0,5.93
3653,0.08,597291.0,30216.5,0.0,3.32
3654,0.04,508441.0,25690.0,0.0,5.08
3655,0.12,119223.0,38877.625,0.0,1.49
3656,5.45,16159.0,19877.0,0.0,0.06
3657,0.05,673265.0,20800.0,0.0,6.12
3658,0.05,685162.0,32623.5,0.0,4.57
3659,0.27,30160.0,11765.0,0.0,0.17
3660,0.29,258816.0,31489.5,0.0,1.13
3661,0.06,399759.0,18855.0,0.0,0.8
3662,,34692.0,23790.0,0.0,0.12
3663,1.0,157464.0,23287.5,0.0,0.87
3664,,6300.0,0.0,1.0,0.21
3665,0.17,43603.0,9938.5,0.0,0.4
3666,0.16,150794.0,27922.125,0.0,1.51
3667,0.05,1503257.0,105062.125,0.0,3.85
3668,0.07,123355.0,4039.0,0.0,0.69
3669,0.32,20146.0,10969.0,0.0,0.07
3670,0.19,23925.0,23760.0,0.0,0.09
3671,,0.0,0.0,0.0,0.0
3672,1.03,13824.0,22362.625,0.0,0.17
3673,,26273.0,0.0,1.0,0.26
3674,0.22,101265.0,6009.0,1.0,5.06
3675,,57641.0,13772.25,0.0,0.27
3676,0.16,52814.0,3803.0,0.0,5.28
3677,1.0,61899.0,22919.25,0.0,0.41
3678,1.0,2340.0,2730.0,0.0,0.01
3679,0.07,65163.0,3429.0,0.0,0.81
3680,0.64,57406.0,24226.375,0.0,0.44
3681,0.1,23793.0,2200.0,0.0,0.79
3682,0.04,1314581.0,43244.0,1.0,3.06
3683,0.1,92571.0,7096.5,0.0,4.63
3684,0.08,135894.0,11563.125,0.0,2.72
3685,0.05,536541.0,20000.0,0.0,3.83
3686,0.8,72499.0,53970.75,0.0,0.36
3687,,391961.0,14378.0,0.0,4.9
3688,0.1,76078.0,4223.0,1.0,1.52
3689,,1456293.0,33967.0,0.0,5.2
3690,,0.0,0.0,0.0,0.0
3691,,113703.0,29369.5,0.0,0.63
3692,1.1,132806.0,97454.75,0.0,0.27
3693,,0.0,0.0,1.0,0.0
3694,0.15,143938.0,11500.0,0.0,2.88
3695,0.03,452480.0,23834.125,1.0,5.66
3696,0.09,247070.0,10850.625,0.0,4.94
3697,0.15,56606.0,7114.0,0.0,1.13
3698,,6005.0,5688.0,0.0,0.04
3699,,0.0,0.0,1.0,0.0
3700,0.04,209533.0,7911.0,0.0,4.19
3701,0.02,154511.0,16141.625,0.0,3.09
3702,0.08,17527.0,8906.0,0.0,0.09
3703,,41770.0,13565.875,0.0,0.52
3704,1.0,2340.0,2730.0,0.0,0.02
3705,0.12,67637.0,6500.0,1.0,3.38
3706,,0.0,0.0,0.0,0.0
3707,0.05,502625.0,27000.0,0.0,4.57
3708,0.04,681075.0,25133.5,0.0,4.86
3709,0.61,309126.0,98960.0,0.0,1.03
3710,0.03,82916.0,2510.0,1.0,1.66
3711,0.04,483285.0,29008.0,0.0,2.68
3712,0.08,1270143.0,55327.0,0.0,4.38
3713,,1814.0,2482.0,0.0,0.03
3714,,92560.0,10000.0,0.0,0.93
3715,0.06,60766.0,1900.0,0.0,2.03
3716,0.05,920479.0,26400.0,0.0,4.18
3717,,0.0,0.0,0.0,0.0
3718,,4443.0,4640.0,0.0,0.15
3719,1.15,41894.0,9497.5,0.0,2.09
3720,1.0,4050.0,2490.0,0.0,0.08
3721,,650.0,650.0,1.0,0.01
3722,0.13,105082.0,7200.0,0.0,1.17
3723,0.25,83560.0,24160.125,0.0,1.04
3724,0.08,246777.0,12800.0,1.0,4.94
3725,,5520.0,0.0,0.0,0.11
3726,0.2,45998.0,18877.125,0.0,2.3
3727,2.08,4459.0,4253.0,0.0,0.02
3728,1.96,6958.0,7664.0,0.0,0.06
3729,,665397.0,18784.625,1.0,6.05
3730,,100.0,0.0,0.0,0.0
3731,0.04,323377.0,16256.0,0.0,4.04
3732,0.12,159917.0,15268.0,0.0,0.39
3733,0.4,184836.0,29802.0,0.0,1.85
3734,0.33,478782.0,131824.0,0.0,0.64
3735,0.06,150750.0,9391.0,0.0,5.03
3736,0.2,254245.0,19900.5,0.0,3.18
3737,0.57,248290.0,80301.75,0.0,0.58
3738,0.05,1548689.0,89420.0,0.0,3.23
3739,,0.0,0.0,1.0,0.0
3740,0.09,79011.0,30884.0,0.0,0.53
3741,0.04,425346.0,14056.0,0.0,3.27
3742,,235083.0,8762.5,0.0,5.88
3743,0.61,61629.0,15134.0,1.0,0.22
3744,0.11,201180.0,7050.625,0.0,5.03
3745,0.55,406362.0,29501.5,0.0,3.39
3746,2.04,13315.0,12868.0,0.0,0.05
3747,1.68,9666.0,7694.0,0.0,0.04
3748,2.19,17056.0,28460.0,0.0,0.09
3749,0.06,262411.0,21192.5,0.0,3.28
3750,0.16,131866.0,11454.0,0.0,1.01
3751,1.05,27252.0,7500.0,1.0,0.09
3752,3.36,4387.0,3701.0,0.0,0.02
3753,,14932.0,15906.0,0.0,0.04
3754,1.85,25438.0,14510.0,0.0,0.18
3755,0.28,187500.0,88891.25,0.0,0.54
3756,,9630.0,10378.0,0.0,0.04
3757,0.11,128637.0,8500.0,0.0,3.22
3758,,0.0,0.0,1.0,0.0
3759,0.07,58017.0,12354.0,1.0,0.73
3760,0.62,24132.0,22008.0,0.0,0.05
3761,0.11,50929.0,4840.0,0.0,0.64
3762,0.1,148063.0,11750.0,0.0,4.94
3763,,0.0,3422.0,0.0,0.0
3764,0.03,188249.0,12450.5,0.0,2.69
3765,5.15,41536.0,38436.0,0.0,0.08
3766,0.11,109393.0,12162.5,0.0,5.47
3767,0.04,298724.0,10500.0,1.0,2.99
3768,0.05,1548689.0,80500.0,0.0,4.55
3769,,0.0,0.0,0.0,0.0
3770,,9590.0,9598.0,0.0,0.03
3771,0.04,336619.0,15914.125,0.0,4.21
3772,13.08,203107.0,70683.0,0.0,0.73
3773,,14375.0,24349.0,0.0,0.08
3774,,1500.0,7747.125,0.0,0.01
3775,0.23,588272.0,131824.0,0.0,1.18
3776,0.04,946555.0,36276.0,0.0,4.12
3777,,11008.0,11600.0,1.0,0.04
3778,0.22,46147.0,4350.0,0.0,4.61
